laptop_ID;Company;Product;TypeName;ScreenResolution;Cpu;Ram;Memory;Gpu;Gpu_Intel;OpSys;Weight;Rating;Price_euros
459;Asus;VivoBook Pro;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;1,99;9;1350
460;Acer;Aspire 5;Notebook;1366x768;AMD A10-Series 9620P 2.5GHz;8;1024;AMD Radeon RX 540;no;Windows 10;2,2;6;579
461;Asus;Rog G752VL-UH71T;Gaming;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 6700HQ 2.6GHz;24;1280;Nvidia GeForce GTX 965M;no;Windows 10;4,33;5;1269
462;Lenovo;Thinkpad X260;Ultrabook;Other;Intel Core i5 6200U 2.3GHz;8;180;Intel HD Graphics 520;yes;Windows 10;1,3;7,3;1099
463;Lenovo;Ideapad 520-15IKBR;Notebook;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;2,17;9,5;898,9
464;HP;EliteBook 840;Notebook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;1,48;9,3;1749
465;Lenovo;ThinkPad 13;Notebook;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,4;9,5;949
466;Lenovo;ThinkPad L570;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2,3;9,3;911
467;Asus;VivoBook E201NA;Netbook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;64;Intel HD Graphics 500;yes;Windows 10 S;1,2;9,2;340
468;HP;15-BS026nv (i5-7200U/8GB/256GB/Radeon;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;256;AMD Radeon 520;no;Windows 10;1,91;9,1;618,99
469;Lenovo;Yoga 920-13IKB;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,4;8,7;1599
470;Lenovo;IdeaPad 320-14IAP;Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;500;Intel HD Graphics 500;yes;Windows 10;2,1;5;299
471;Lenovo;Chromebook N23;Netbook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16;Intel HD Graphics 400;yes;Chrome OS;1,25;7,6;265
472;Lenovo;ThinkPad 13;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,44;9,6;949
473;Asus;ZenBook UX510UX-CN211T;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1280;Intel HD Graphics 620;yes;Windows 10;2;5,7;1224
474;Acer;Aspire A515-51G-59QF;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;1024;Nvidia GeForce MX150;no;Windows 10;2,2;10;613
475;HP;Envy 13-AB002nv;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,34;9;1323
476;Dell;XPS 13;Ultrabook;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;128;Intel HD Graphics 620;yes;Windows 10;1,29;10;899
477;Acer;Aspire A515-51G;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;500;Nvidia GeForce 940MX;no;Windows 10;2,2;9,4;639
478;Dell;Vostro 5568;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;2,18;5;836
479;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i7 8550U 1.8GHz;16;2304;AMD Radeon 530;no;Windows 10;2,2;5,6;1219,24
480;Asus;VivoBook E12;Netbook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;2;32;Intel HD Graphics 500;yes;Windows 10;1,1;9,9;245
481;HP;15-bs190od (i5-8250U/4GB/1TB/W10);Notebook;Touchscreen 1366x768;Intel Core i5 8250U 1.6GHz;4;1024;Intel UHD Graphics 620;yes;Windows 10;2,04;8,1;521,47
482;Asus;ROG Zephyrus;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;24;512;Nvidia GeForce GTX1080;no;Windows 10;2,24;8,9;2968
483;HP;Probook 450;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Nvidia GeForce 930MX;no;Windows 10;2,04;6,5;889
484;Asus;FX753VE-GC155T (i7-7700HQ/16GB/1TB;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX1050 Ti;no;Windows 10;3;9,1;1504
485;Lenovo;Legion Y720-15IKB;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1280;Nvidia GeForce GTX 1060;no;Windows 10;3,2;9,2;1399
486;HP;Spectre X360;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,32;8,4;1399
487;Dell;Latitude 5480;Notebook;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,64;5,6;1279,73
488;HP;ProBook 440;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;128;Intel HD Graphics 520;yes;Windows 10;1,63;9,1;689
489;Dell;Inspiron 5770;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;1152;AMD Radeon 530;no;Linux;2,8;5,4;889
490;Lenovo;ThinkPad L470;Notebook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 7;2,02;7,6;1340
491;Lenovo;IdeaPad 320-15IKB;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1024;Nvidia GeForce 920MX;no;Windows 10;2,2;10;799
492;Dell;Inspiron 3567;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500;AMD Radeon R5 M430;no;Windows 10;2,3;6,3;585
493;Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,9;7,8;1377
494;Dell;Alienware 17;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1152;Nvidia GeForce GTX 1070;no;Windows 10;4,42;6,3;3012,77
495;Toshiba;Satellite Pro;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;500;Intel HD Graphics 620;yes;Windows 10;2;6,9;860
496;Asus;Zenbook UX510UW-FI095T;Notebook;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7500U 2.7GHz;8;1280;Nvidia GeForce GTX 960M;no;Windows 10;2;6,5;1299
497;Mediacom;SmartBook Edge;Notebook;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,2;4,2;369
498;Asus;ROG Strix;Gaming;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1152;Nvidia GeForce GTX 1060;no;Windows 10;2,3;7;1649
499;Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;8;256;Nvidia GeForce 930MX;no;Windows 10;1,93;9,7;1369
500;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;8;256;AMD Radeon 530;no;Windows 10;2,2;6,8;797,41
501;HP;250 G6;Notebook;Full HD 1920x1080;Intel Pentium Quad Core N3710 1.6GHz;4;256;Intel HD Graphics 405;yes;Windows 10;1,86;8,6;398,99
502;HP;Omen 15-ce006nv;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;12;1024;Nvidia GeForce GTX 1060;no;Windows 10;2,62;6,4;1799
503;Lenovo;Thinkpad E470;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Nvidia GeForce 940MX;no;Windows 10;1,87;8,1;859
504;Dell;XPS 13;Ultrabook;Quad HD+ / Touchscreen 3200x1800;Intel Core i7 8550U 1.8GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,2;6,2;1399
505;Dell;Vostro 5468;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128;Intel HD Graphics 520;yes;Windows 10;1,6;9,7;735,87
506;HP;Envy 13-AB020nr;Ultrabook;Other;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,34;9,8;1145
507;Acer;Aspire 7;Gaming;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1024;Nvidia GeForce GTX 1050;no;Linux;2,4;7,4;798
508;Asus;VivoBook X540YA-XX519T;Notebook;1366x768;AMD E-Series 7110 1.8GHz;4;500;AMD Radeon R2 Graphics;no;Windows 10;2;8,8;349
509;HP;ProBook 450;Notebook;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128;Intel HD Graphics 620;yes;Windows 10;2,1;7,3;705,5
510;Lenovo;ThinkPad E470;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;500;Intel HD Graphics 620;yes;Windows 10;1,87;6,9;785
511;HP;250 G6;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;1,86;9,1;397
512;Lenovo;ThinkPad T570;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,99;5;1729
513;Lenovo;IdeaPad 320-15ISK;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;128;Intel HD Graphics 520;yes;Windows 10;2,2;7,6;499
514;Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,9;5,6;1116,99
515;Dell;Alienware 17;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;4,42;9,2;2699
516;HP;17-X047na (i3-6006U/8GB/1TB/W10);Notebook;1600x900;Intel Core i3 6006U 2GHz;8;1024;Intel HD Graphics 520;yes;Windows 10;2,65;9,4;544,15
517;HP;ProBook 470;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1024;Nvidia GeForce 930MX;no;Windows 10;2,63;6,8;1280
518;Asus;A541NA-GO342 (N3350/4GB/500GB/Linux);Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;4;500;Intel HD Graphics 500;yes;Linux;2;5,4;224
519;Mediacom;SmartBook 130;Notebook;IPS Panel Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;32;Intel HD Graphics;yes;Windows 10;1,35;4,3;255
520;Lenovo;IdeaPad 320-17IKB;Notebook;1600x900;Intel Core i7 7500U 2.7GHz;6;1152;Nvidia GeForce 940MX;no;Windows 10;2,8;7,2;949
521;HP;15-bw007nv (A10-9620P/6GB/128GB/Radeon;Notebook;IPS Panel Full HD 1920x1080;AMD A10-Series A10-9620P 2.5GHz;6;128;AMD Radeon 530;no;Windows 10;1,91;9;568,9
522;Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;1024;AMD Radeon R5 M420;no;Windows 10;2,18;6,6;617,9
523;Acer;Spin SP111-31;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Celeron Dual Core N3350 2.0GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,25;5,6;349
524;Lenovo;V330-15IKB (i3-7130U/4GB/128GB/FHD/W10);Notebook;Full HD 1920x1080;Intel Core i3 7130U 2.7GHz;4;128;Intel HD Graphics 620;yes;Windows 10;2,05;6,9;630
525;HP;EliteBook 1030;Ultrabook;Other;Intel Core M 6Y75 1.2GHz;16;512;Intel HD Graphics 515;yes;Windows 10;1,16;9,6;1965
526;Lenovo;Thinkpad P71;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia Quadro M620M;no;Windows 10;3,4;9,6;2999
527;Asus;FX553VD-DM627T (i5-7300HQ/8GB/1TB;Notebook;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,5;6,5;839
528;Dell;XPS 13;Ultrabook;IPS Panel 4K Ultra HD / Touchscreen 3840x2160;Intel Core i5 8250U 1.6GHz;8;128;Intel UHD Graphics 620;yes;Windows 10;1,21;7,8;1599
529;Dell;Latitude 5580;Notebook;1366x768;Intel Core i5 7300U 2.6GHz;4;500;Intel HD Graphics 620;yes;Windows 10;1,93;9,4;959
530;Fujitsu;Lifebook A557;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 620;yes;Windows 10;2,2;6,9;739
531;Lenovo;IdeaPad 320-15IAP;Notebook;Full HD 1920x1080;Intel Pentium Quad Core N4200 1.1GHz;4;500;Intel HD Graphics 505;yes;Windows 10;2,2;6,5;344
532;Lenovo;ThinkPad L470;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2,02;5,6;990
533;HP;ZBook 17;Workstation;1600x900;Intel Core i5 7440HQ 2.8GHz;8;500;Nvidia Quadro M1200;no;Windows 10;3,14;9,6;1860,99
534;HP;14-am079na (N3710/8GB/2TB/W10);Notebook;1366x768;Intel Pentium Quad Core N3710 1.6GHz;8;2048;Intel HD Graphics 405;yes;Windows 10;1,94;5,1;389
535;HP;15-cd005nv (A9-9420/6GB/256GB/Radeon;Notebook;IPS Panel Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;256;AMD Radeon 530;no;Windows 10;1,95;9,7;649
536;Lenovo;Thinkpad E570;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2,3;9,6;830
537;Lenovo;V330-15IKB (i5-8250U/4GB/500GB/FHD/W10);Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2,05;6,7;685
538;Mediacom;SmartBook 141;Notebook;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;4;32;Intel HD Graphics;yes;Windows 10;1,4;3,3;249
539;Toshiba;Tecra X40-D-10H;Ultrabook;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,24;8,5;1865
540;Lenovo;IdeaPad Y910-17ISK;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;32;1280;Nvidia GeForce GTX 1070;no;Windows 10;4,6;7,4;2663
541;MSI;GT73VR Titan;Gaming;Full HD 1920x1080;Intel Core i7 7820HK 2.9GHz;16;1536;Nvidia GeForce GTX 1070;no;Windows 10;4,14;0;2729
542;Dell;Inspiron 3567;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;AMD Radeon R5 M430;no;Linux;2,2;8,3;749,01
543;Mediacom;SmartBook Edge;Notebook;IPS Panel Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,45;4;389
544;Dell;Latitude 5580;Notebook;1366x768;Intel Core i5 7300U 2.6GHz;8;500;Intel HD Graphics 620;yes;Windows 10;1,9;9,9;1008,52
545;HP;ProBook 430;Notebook;Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128;Intel HD Graphics 620;yes;Windows 10;1,49;7,1;719
546;Dell;Latitude 5580;Notebook;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256;Nvidia GeForce 930MX;no;Windows 10;1,93;5,7;1537,39
547;Dell;Chromebook 11;Netbook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;16;Intel HD Graphics 400;yes;Chrome OS;1,26;7,8;295
548;MSI;GT80S 6QE;Gaming;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;1152;Nvidia GeForce GTX 980M;no;Windows 10;4,5;0;2349
549;HP;Omen 17-AN010nv;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1050;no;Windows 10;3,78;5,3;1498
550;Lenovo;Thinkpad T460s;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;12;256;Intel HD Graphics 520;yes;Windows 10;1,4;6,4;1673
551;Lenovo;Ideapad 320-15IKBR;Notebook;Touchscreen 1366x768;Intel Core i7 8550U 1.8GHz;12;1024;Intel HD Graphics 620;yes;Windows 10;2,2;7,5;609
552;Asus;ROG Strix;Gaming;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1152;Nvidia GeForce GTX 1060;no;Windows 10;2,73;5,8;1770
553;Asus;TP501UA-CJ131T (i5-7200U/8GB/1TB/W10);2 in 1 Convertible;Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;1024;Intel HD Graphics 520;yes;Windows 10;2,2;9,6;739
554;Lenovo;IdeaPad 320-15ABR;Notebook;Full HD 1920x1080;AMD A12-Series 9720P 3.6GHz;12;512;AMD Radeon 530;no;Windows 10;2,2;7,4;949
555;Dell;Inspiron 3179;2 in 1 Convertible;Touchscreen 1366x768;Intel Core M 7Y30 1.0GHz;4;128;Intel HD Graphics 615;yes;Windows 10;1,39;8,6;603
556;Samsung;Notebook Odyssey;Notebook;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1152;Nvidia GeForce GTX 1050;no;Windows 10;2,5;9,4;1699
557;Lenovo;IdeaPad 110-15ISK;Notebook;1366x768;Intel Core i3 6100U 2.3GHz;8;1024;Intel HD Graphics 520;yes;Windows 10;2,29;7,2;459
558;Lenovo;ThinkPad Yoga;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,37;6,2;2025
559;Lenovo;Thinkpad T470p;Notebook;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;256;Intel HD Graphics 630;yes;Windows 10;1,7;6,6;1474
560;Dell;Latitude 5289;2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,34;7,4;1670
561;Dell;Precision 3520;Workstation;Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia Quadro M620;no;Windows 10;2,06;9,7;1763
562;HP;EliteBook 850;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,84;8;1219
563;HP;ProBook 450;Notebook;1366x768;Intel Core i3 7100U 2.4GHz;4;500;Intel HD Graphics 620;yes;Windows 10;2,1;6,2;668,48
564;Acer;Aspire 1;Notebook;Full HD 1920x1080;Intel Celeron Quad Core N3450 1.1GHz;4;32;Intel HD Graphics 500;yes;Windows 10;1,6;6,7;329
565;MSI;Laptop MSI;Gaming;Full HD 1920x1080;Intel Core i7 6820HK 2.7GHz;16;1152;Nvidia GeForce GTX 970M;no;Windows 10;4,14;0;2199
566;Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;1024;AMD Radeon R5 M420;no;Linux;2,18;5,4;465
567;MSI;GS63VR 7RF;Gaming;Other;Intel Core i7 7700HQ 2.8GHz;16;2304;Nvidia GeForce GTX 1060;no;Windows 10;1,8;0;2299
568;Toshiba;Tecra Z50-C-144;Notebook;IPS Panel Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;8;256;Intel HD Graphics 520;yes;Windows 10;2,2;6,3;1399
569;Lenovo;IdeaPad 310-15IKB;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;6;1024;Intel HD Graphics 620;yes;Windows 10;2,4;8,4;564
570;Lenovo;Yoga 720-15IKB;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Intel HD Graphics 630;yes;Windows 10;2;7,4;1299
571;Acer;Swift SF114-31-P5HY;Notebook;1366x768;Intel Pentium Quad Core N3710 1.6GHz;4;128;Intel HD Graphics 405;yes;Windows 10;1,6;6;349
572;Lenovo;Thinkpad P51;Notebook;IPS Panel 4K Ultra HD 3840x2160;Intel Xeon E3-1535M v6 3.1GHz;32;1024;Nvidia Quadro M2200M;no;Windows 10;2,5;8,2;4899
573;Dell;Inspiron 7559;Gaming;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;1024;Nvidia GeForce GTX 960<U+039C>;no;Windows 10;2,59;8,7;879,01
574;Dell;Vostro 3568;Notebook;1366x768;Intel Core i3 6006U 2.0GHz;4;1024;Intel HD Graphics 520;yes;Linux;2,18;7,8;443,9
575;Dell;Inspiron 3567;Notebook;1366x768;Intel Core i3 6006U 2.0GHz;4;1024;Intel HD Graphics 520;yes;Linux;2,25;7,2;359
576;Dell;Latitude 5580;Notebook;1366x768;Intel Core i5 7300U 2.6GHz;4;500;Intel HD Graphics 620;yes;Linux;1,93;5,6;869
577;Asus;FX753VD-GC007T (i7-7700HQ/8GB/1TB;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050;no;Windows 10;3;5,2;1168
578;Dell;Vostro 3568;Notebook;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;128;AMD Radeon R5 M420;no;Linux;2,18;6,2;569
579;HP;EliteBook 850;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;512;Intel HD Graphics 620;yes;Windows 10;1,84;8,7;1389
580;MSI;GT62VR 7RE;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1070;no;Windows 10;2,94;0;2267,86
581;Acer;CB5-132T-C9KK (N3160/4GB/32GB/Chrome;2 in 1 Convertible;Other;Intel Celeron Quad Core N3160 1.6GHz;4;32;Intel HD Graphics 400;yes;Chrome OS;1,25;9,9;379
582;HP;ProBook 650;Notebook;1366x768;Intel Core i5 7300U 2.6GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2,31;9,5;1124
583;Lenovo;ThinkPad T470;Notebook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 7;1,65;6,3;1465
584;Dell;Inspiron 5570;Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;1024;AMD Radeon 530;no;Windows 10;2,2;9,9;776
585;Fujitsu;LifeBook A557;Notebook;1366x768;Intel Core i5 7200U 2.5GHz;8;256;Intel HD Graphics 620;yes;Windows 10;2,2;6,1;799
586;HP;EliteBook 850;Notebook;1366x768;Intel Core i5 6200U 2.3GHz;4;500;Intel HD Graphics 520;yes;Windows 7;1,88;6,4;932
587;Lenovo;IdeaPad 320-15IKB;Notebook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;1024;Nvidia GeForce 920MX;no;Windows 10;2,2;6,7;899
588;Mediacom;SmartBook 140;Notebook;Full HD 1920x1080;Intel Atom x5-Z8350 1.44GHz;2;32;Intel HD Graphics;yes;Windows 10;1,4;6,9;239
589;Asus;Q304UA-BHI5T11 (i5-7200U/6GB/1TB/FHD/W10);2 in 1 Convertible;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;6;1024;Intel HD Graphics 620;yes;Windows 10;1,5;7,6;639,01
590;Dell;XPS 15;Notebook;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;256;Nvidia GeForce GTX 1050;no;Windows 10;2;8,2;1820
591;Asus;ZenBook 3;Ultrabook;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,1;6,2;1900
592;Dell;Inspiron 7567;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;1280;Nvidia GeForce GTX 1050 Ti;no;Windows 10;2,62;7,4;1479
593;Lenovo;V330-15IKB (i5-8250U/4GB/256GB/FHD/W10);Notebook;Full HD 1920x1080;Intel Core i5 8250U 1.6GHz;4;256;Intel UHD Graphics 620;yes;Windows 10;1,8;6,2;829
594;Lenovo;Ideapad 320-15ISK;Notebook;Full HD 1920x1080;Intel Core i3 6006U 2GHz;4;1024;Nvidia GeForce 920MX;no;Windows 10;2,2;9,7;579
595;Asus;X541NA-GO414T (N3350/8GB/1TB/W10);Notebook;1366x768;Intel Celeron Dual Core N3350 1.1GHz;8;1024;Intel HD Graphics 500;yes;Windows 10;2;7;399
596;Asus;VivoBook Pro;Notebook;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1024;Nvidia GeForce GTX 1050;no;Windows 10;1,99;7,8;906,62
597;Dell;XPS 13;Ultrabook;Quad HD+ / Touchscreen 3200x1800;Intel Core i5 8250U 1.6GHz;8;256;Intel UHD Graphics 620;yes;Windows 10;1,23;5,4;1869
598;Lenovo;IdeaPad 100S-14IBR;Notebook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32;Intel HD Graphics 400;yes;Windows 10;1,42;9,6;249
599;Lenovo;Thinkpad Yoga;2 in 1 Convertible;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,37;6,3;1757,42
600;Dell;XPS 15;Notebook;4K Ultra HD / Touchscreen 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;1024;Nvidia GeForce GTX 1050;no;Windows 10;2,06;9,4;2399
601;Lenovo;Legion Y520-15IKBN;Gaming;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1152;Nvidia GeForce GTX 1050M;no;Windows 10;2,5;6,2;1109
602;HP;17-AK091ND (A9-9420/8GB/1TB/W10);Notebook;1600x900;AMD A9-Series 9420 3GHz;8;1024;AMD Radeon R5;no;Windows 10;2,6;5,5;520,9
603;Lenovo;ThinkPad X1;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512;Intel HD Graphics 620;yes;Windows 10;1,14;8,7;2450
604;Acer;Extensa EX2540;Notebook;1366x768;Intel Core i3 6006U 2GHz;4;500;Intel HD Graphics 520;yes;Windows 10;2,4;9,7;450
605;Lenovo;IdeaPad 100S-14IBR;Notebook;1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;32;Intel HD Graphics;yes;Windows 10;1,43;7,2;274
606;Acer;Swift 3;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256;Intel Graphics 620;yes;Windows 10;1,8;8,7;919
607;Razer;Blade Pro;Gaming;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256;Nvidia GeForce GTX 1060;no;Windows 10;1,95;4,3;2599
608;Toshiba;Portege Z30-C-16J;Notebook;Full HD 1920x1080;Intel Core i5 6200U 2.3GHz;8;256;Intel HD Graphics 520;yes;Windows 10;1,2;8,6;1213
609;Lenovo;Thinkpad X270;Ultrabook;IPS Panel Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256;Intel HD Graphics 620;yes;Windows 10;1,36;8,5;1584
